Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Units_Sold_new
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,$46.00 ,167,768,$415 ,Online,167
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Men's Street Footwear,$24.00 ,167,401,$212 ,Online,167
West Gear,1197831,5/19/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$36.00 ,167,601,$325 ,Online,167
Foot Locker,1185732,07/06/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,$46.00 ,167,768,$346 ,Online,167
Amazon,1185732,02/12/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,$41.00 ,167,685,$383 ,Online,167
Foot Locker,1185732,10/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$32.00 ,166,531,$319 ,Outlet,166
West Gear,1128299,01/07/2020,West,Nevada,Las Vegas,Women's Apparel,$36.00 ,166,598,$143 ,Outlet,166
West Gear,1128299,03/11/2020,West,Nevada,Las Vegas,Women's Street Footwear,$47.00 ,166,780,$328 ,Outlet,166
West Gear,1128299,03/12/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$40.00 ,166,664,$239 ,Outlet,166
Sports Direct,1197831,3/24/2021,South,Tennessee,Knoxville,Women's Street Footwear,$22.00 ,166,365,$157 ,Outlet,166
Sports Direct,1197831,9/26/2021,South,Alabama,Birmingham,Women's Street Footwear,$24.00 ,166,398,$215 ,Outlet,166
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Apparel,$63.00 ,166,"1,046",$251 ,Outlet,166
West Gear,1128299,4/24/2021,West,Oregon,Portland,Men's Street Footwear,$44.00 ,166,730,$285 ,Outlet,166
Foot Locker,1197831,01/05/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,$26.00 ,166,432,$181 ,Outlet,166
Sports Direct,1197831,08/08/2021,West,Idaho,Boise,Men's Apparel,$39.00 ,166,647,$272 ,Outlet,166
Kohl's,1128299,1/26/2021,West,Arizona,Phoenix,Women's Apparel,$36.00 ,166,598,$161 ,Outlet,166
West Gear,1197831,8/20/2021,South,Oklahoma,Oklahoma City,Women's Apparel,$40.00 ,166,664,$312 ,Outlet,166
Kohl's,1197831,11/20/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$16.00 ,166,266,$117 ,Outlet,166
West Gear,1128299,02/02/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$62.00 ,165,"1,023",$419 ,Online,165
West Gear,1128299,02/03/2020,West,Nevada,Las Vegas,Women's Street Footwear,$62.00 ,165,"1,023",$604 ,Online,165
West Gear,1128299,2/26/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$59.00 ,165,974,$341 ,Online,165
West Gear,1128299,3/27/2020,West,Colorado,Denver,Men's Street Footwear,$37.00 ,165,611,$293 ,Online,165
West Gear,1128299,6/19/2020,West,Washington,Seattle,Men's Street Footwear,$55.00 ,165,908,$372 ,Online,165
Kohl's,1189833,1/29/2021,Midwest,Montana,Billings,Women's Street Footwear,$44.00 ,165,726,$399 ,Online,165
Sports Direct,1197831,4/19/2021,South,Tennessee,Knoxville,Men's Apparel,$43.00 ,165,710,$376 ,Online,165
Foot Locker,1185732,6/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,$43.00 ,165,710,$362 ,Online,165
West Gear,1185732,01/12/2021,Southeast,Florida,Orlando,Men's Apparel,$51.00 ,165,842,$379 ,Online,165
West Gear,1185732,03/08/2021,Northeast,New York,Albany,Men's Athletic Footwear,$44.00 ,165,726,$334 ,Online,165
Kohl's,1185732,03/10/2021,West,Wyoming,Cheyenne,Women's Apparel,$37.00 ,165,611,$226 ,Online,165
Foot Locker,1185732,12/10/2021,West,Wyoming,Cheyenne,Women's Street Footwear,$44.00 ,165,726,$334 ,Online,165
West Gear,1128299,7/23/2021,West,Oregon,Portland,Women's Athletic Footwear,$82.00 ,165,"1,353",$649 ,Online,165
West Gear,1128299,12/23/2021,West,Oregon,Portland,Women's Street Footwear,$67.00 ,165,"1,106",$497 ,Online,165
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$44.00 ,165,726,$363 ,Online,165
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$48.00 ,165,792,$396 ,Online,165
Kohl's,1197831,09/12/2021,Midwest,Kansas,Wichita,Men's Street Footwear,$47.00 ,165,776,$388 ,Online,165
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Street Footwear,$28.00 ,165,462,$236 ,Online,165
Amazon,1185732,3/17/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$49.00 ,165,809,$404 ,Online,165
West Gear,1128299,11/11/2020,West,California,San Francisco,Men's Apparel,$42.00 ,165,693,$395 ,Outlet,165
Kohl's,1189833,4/23/2021,West,California,Los Angeles,Men's Apparel,$39.00 ,165,644,$386 ,Outlet,165
Sports Direct,1197831,8/24/2021,South,Alabama,Birmingham,Women's Apparel,$14.00 ,165,231,$155 ,Outlet,165
Sports Direct,1197831,8/28/2021,South,Alabama,Birmingham,Women's Athletic Footwear,$26.00 ,165,429,$262 ,Outlet,165
Sports Direct,1197831,09/04/2021,South,Alabama,Birmingham,Men's Apparel,$38.00 ,165,627,$295 ,Outlet,165
West Gear,1185732,02/10/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$31.00 ,165,512,$210 ,Outlet,165
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$53.00 ,165,875,$350 ,Outlet,165
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Street Footwear,$22.00 ,165,363,$156 ,Outlet,165
West Gear,1128299,11/24/2021,West,Oregon,Portland,Women's Apparel,$53.00 ,165,875,$324 ,Outlet,165
West Gear,1128299,12/23/2021,West,Oregon,Portland,Women's Athletic Footwear,$53.00 ,165,875,$341 ,Outlet,165
Kohl's,1128299,4/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$41.00 ,165,677,$284 ,Outlet,165
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Men's Athletic Footwear,$17.00 ,165,281,$104 ,Outlet,165
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Women's Apparel,$48.00 ,165,792,$341 ,Outlet,165
Foot Locker,1185732,1/24/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$36.00 ,165,594,$220 ,Outlet,165
West Gear,1185732,05/11/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,$54.00 ,164,886,$443 ,Online,164
Sports Direct,1197831,08/09/2020,South,Texas,Houston,Women's Athletic Footwear,$36.00 ,163,587,$346 ,Online,163
West Gear,1128299,02/09/2021,West,California,San Francisco,Men's Apparel,$63.00 ,163,"1,027",$585 ,Online,163
Kohl's,1189833,4/15/2021,West,California,Los Angeles,Women's Street Footwear,$45.00 ,163,734,$381 ,Online,163
Kohl's,1189833,05/11/2021,West,California,Los Angeles,Men's Apparel,$58.00 ,163,945,$633 ,Online,163
Sports Direct,1197831,8/18/2021,South,Texas,Dallas,Men's Athletic Footwear,$32.00 ,163,522,$209 ,Online,163
West Gear,1128299,6/27/2020,West,Washington,Seattle,Women's Street Footwear,$72.00 ,163,"1,174",$446 ,Online,163
West Gear,1128299,07/09/2020,West,Washington,Seattle,Women's Street Footwear,$73.00 ,163,"1,190",$416 ,Online,163
Sports Direct,1197831,3/23/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$37.00 ,163,603,$314 ,Online,163
Sports Direct,1197831,05/02/2021,South,Tennessee,Knoxville,Women's Apparel,$42.00 ,163,685,$507 ,Online,163
Sports Direct,1197831,8/13/2021,South,Alabama,Birmingham,Men's Street Footwear,$28.00 ,163,456,$251 ,Online,163
Amazon,1185732,8/21/2021,West,Alaska,Anchorage,Men's Street Footwear,$59.00 ,163,962,$433 ,Online,163
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Women's Apparel,$101.00 ,163,"1,646",$938 ,Online,163
West Gear,1185732,09/08/2021,Northeast,New York,Albany,Men's Athletic Footwear,$48.00 ,163,782,$352 ,Online,163
Kohl's,1185732,12/08/2021,Northeast,New York,Albany,Women's Street Footwear,$52.00 ,163,848,$331 ,Online,163
Kohl's,1185732,06/12/2021,West,Wyoming,Cheyenne,Women's Apparel,$50.00 ,163,815,$302 ,Online,163
Kohl's,1185732,07/10/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$44.00 ,163,717,$308 ,Online,163
Kohl's,1185732,08/11/2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,$43.00 ,163,701,$287 ,Online,163
Foot Locker,1185732,12/15/2021,Midwest,Michigan,Detroit,Women's Apparel,$59.00 ,163,962,$625 ,Online,163
Foot Locker,1185732,12/17/2021,Midwest,Missouri,St. Louis,Men's Street Footwear,$41.00 ,163,668,$348 ,Online,163
West Gear,1128299,7/23/2021,West,Oregon,Portland,Women's Street Footwear,$86.00 ,163,"1,402",$659 ,Online,163
Foot Locker,1197831,02/04/2021,South,Louisiana,New Orleans,Men's Street Footwear,$23.00 ,163,375,$150 ,Online,163
Sports Direct,1197831,11/05/2021,West,Idaho,Boise,Women's Apparel,$63.00 ,163,"1,027",$688 ,Online,163
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Street Footwear,$50.00 ,163,815,$408 ,Online,163
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$49.00 ,163,799,$359 ,Online,163
Sports Direct,1185732,06/04/2021,Southeast,North Carolina,Charlotte,Men's Apparel,$61.00 ,163,994,$487 ,Online,163
Sports Direct,1185732,11/03/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$55.00 ,163,897,$457 ,Online,163
Sports Direct,1185732,11/03/2021,Southeast,North Carolina,Charlotte,Men's Apparel,$72.00 ,163,"1,174",$575 ,Online,163
Sports Direct,1185732,11/17/2021,South,Mississippi,Jackson,Men's Street Footwear,$28.00 ,163,456,$246 ,Online,163
Foot Locker,1185732,8/14/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,$50.00 ,163,815,$399 ,Online,163
Sports Direct,1185732,08/04/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$51.00 ,163,831,$457 ,Online,163
Amazon,1185732,06/12/2021,Northeast,Vermont,Burlington,Men's Street Footwear,$58.00 ,163,945,$548 ,Online,163
Sports Direct,1197831,8/16/2021,South,Texas,Dallas,Women's Apparel,$24.00 ,163,391,$188 ,Outlet,163
Sports Direct,1197831,05/05/2021,South,Tennessee,Knoxville,Women's Street Footwear,$27.00 ,163,440,$211 ,Outlet,163
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$40.00 ,163,652,$300 ,Outlet,163
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$38.00 ,163,619,$291 ,Outlet,163
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$46.00 ,163,750,$300 ,Outlet,163
Sports Direct,1128299,03/12/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$30.00 ,163,489,$210 ,Outlet,163
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$41.00 ,163,668,$294 ,Outlet,163
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,$36.00 ,163,587,$217 ,Outlet,163
Walmart,1197831,8/20/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,$42.00 ,163,685,$267 ,Outlet,163
West Gear,1197831,7/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,$45.00 ,163,734,$345 ,Outlet,163
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Women's Apparel,$47.00 ,163,766,$306 ,Outlet,163
West Gear,1128299,2/20/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$61.00 ,162,988,$336 ,Online,162
West Gear,1128299,05/02/2020,West,Colorado,Denver,Men's Street Footwear,$59.00 ,162,956,$507 ,Online,162
West Gear,1128299,7/25/2020,West,Washington,Seattle,Men's Street Footwear,$54.00 ,162,875,$385 ,Online,162
Foot Locker,1128299,08/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,$64.00 ,162,"1,037",$404 ,Online,162
Walmart,1128299,11/17/2021,Southeast,Florida,Orlando,Women's Apparel,$86.00 ,162,"1,393",$822 ,Online,162
West Gear,1185732,11/09/2021,Northeast,New York,Albany,Men's Athletic Footwear,$49.00 ,162,794,$389 ,Online,162
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Apparel,$85.00 ,162,"1,377",$757 ,Online,162
Foot Locker,1128299,12/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,$69.00 ,162,"1,118",$581 ,Online,162
Kohl's,1128299,6/26/2021,West,New Mexico,Albuquerque,Women's Apparel,$74.00 ,162,"1,199",$432 ,Online,162
Kohl's,1197831,2/14/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,$23.00 ,162,373,$175 ,Online,162
Sports Direct,1197831,10/14/2021,South,Texas,Dallas,Men's Apparel,$46.00 ,162,745,$291 ,Outlet,162
Foot Locker,1185732,12/09/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$46.00 ,162,745,$388 ,Outlet,162
West Gear,1128299,03/08/2020,West,Nevada,Las Vegas,Women's Apparel,$51.00 ,162,826,$174 ,Outlet,162
Sports Direct,1197831,4/24/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,$32.00 ,162,518,$306 ,Outlet,162
Foot Locker,1128299,3/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$30.00 ,162,486,$185 ,Outlet,162
Foot Locker,1197831,01/05/2021,South,Louisiana,New Orleans,Women's Street Footwear,$21.00 ,162,340,$126 ,Outlet,162
West Gear,1197831,04/05/2021,West,Idaho,Boise,Women's Street Footwear,$19.00 ,162,308,$114 ,Outlet,162
Foot Locker,1197831,08/08/2021,West,Idaho,Boise,Women's Athletic Footwear,$33.00 ,162,535,$294 ,Outlet,162
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Men's Street Footwear,$21.00 ,162,340,$126 ,Outlet,162
Kohl's,1128299,8/26/2021,West,New Mexico,Albuquerque,Men's Apparel,$48.00 ,162,778,$264 ,Outlet,162
Sports Direct,1128299,07/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,$39.00 ,162,632,$240 ,Outlet,162
Sports Direct,1185732,10/18/2021,South,Mississippi,Jackson,Women's Apparel,$27.00 ,162,437,$236 ,Outlet,162
Foot Locker,1185732,02/08/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$24.00 ,162,389,$156 ,Outlet,162
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,$50.00 ,162,810,$340 ,Outlet,162
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$52.00 ,162,842,$354 ,Outlet,162
West Gear,1128299,11/05/2020,West,California,San Francisco,Men's Apparel,$51.00 ,161,821,$517 ,Online,161
Foot Locker,1185732,07/06/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$47.00 ,161,757,$393 ,Online,161
Sports Direct,1197831,10/09/2021,South,Texas,Dallas,Women's Apparel,$45.00 ,161,725,$507 ,Online,161
West Gear,1128299,4/22/2020,West,Colorado,Denver,Women's Street Footwear,$67.00 ,161,"1,079",$593 ,Online,161
Kohl's,1189833,1/15/2021,Midwest,Montana,Billings,Men's Street Footwear,$44.00 ,161,708,$418 ,Online,161
Sports Direct,1197831,04/02/2021,South,Tennessee,Knoxville,Women's Apparel,$24.00 ,161,386,$263 ,Online,161
Sports Direct,1197831,4/18/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,$37.00 ,161,596,$387 ,Online,161
West Gear,1185732,03/08/2021,Northeast,New York,Albany,Women's Street Footwear,$33.00 ,161,531,$191 ,Online,161
West Gear,1185732,03/08/2021,Northeast,New York,Albany,Women's Apparel,$43.00 ,161,692,$415 ,Online,161
West Gear,1185732,05/08/2021,Northeast,New York,Albany,Men's Athletic Footwear,$53.00 ,161,853,$401 ,Online,161
Kohl's,1185732,11/11/2021,West,Wyoming,Cheyenne,Women's Apparel,$55.00 ,161,886,$345 ,Online,161
West Gear,1128299,6/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,$82.00 ,161,"1,320",$726 ,Online,161
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$57.00 ,161,918,$459 ,Online,161
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Men's Athletic Footwear,$45.00 ,161,725,$384 ,Online,161
West Gear,1185732,12/09/2021,Midwest,Ohio,Columbus,Women's Street Footwear,$59.00 ,161,950,$494 ,Online,161
Sports Direct,1185732,8/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,$50.00 ,161,805,$354 ,Online,161
Kohl's,1189833,03/10/2021,West,California,San Francisco,Women's Athletic Footwear,$41.00 ,160,656,$321 ,Online,160
West Gear,1128299,1/14/2020,West,Nevada,Las Vegas,Men's Street Footwear,$43.00 ,160,688,$378 ,Online,160
West Gear,1128299,6/13/2020,West,Washington,Seattle,Men's Street Footwear,$68.00 ,160,"1,088",$479 ,Online,160
Foot Locker,1185732,11/22/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,$49.00 ,160,784,$368 ,Online,160
Kohl's,1189833,2/20/2021,Midwest,Montana,Billings,Men's Street Footwear,$44.00 ,160,704,$394 ,Online,160
Kohl's,1189833,2/21/2021,Midwest,Montana,Billings,Men's Athletic Footwear,$49.00 ,160,784,$337 ,Online,160
Amazon,1185732,5/20/2021,West,Alaska,Anchorage,Men's Street Footwear,$59.00 ,160,944,$472 ,Online,160
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,$46.00 ,160,736,$302 ,Online,160
West Gear,1185732,05/08/2021,Northeast,New York,Albany,Women's Street Footwear,$49.00 ,160,784,$282 ,Online,160
Sports Direct,1128299,12/23/2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,$67.00 ,160,"1,072",$536 ,Online,160
Foot Locker,1185732,7/17/2021,Midwest,Missouri,St. Louis,Women's Apparel,$41.00 ,160,656,$400 ,Online,160
West Gear,1185732,07/10/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,$29.00 ,160,464,$223 ,Online,160
West Gear,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Street Footwear,$43.00 ,160,688,$365 ,Online,160
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$58.00 ,160,928,$445 ,Online,160
Kohl's,1128299,11/26/2021,West,New Mexico,Albuquerque,Men's Street Footwear,$58.00 ,160,928,$455 ,Online,160
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,$47.00 ,160,752,$406 ,Online,160
Sports Direct,1185732,10/04/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$34.00 ,160,544,$294 ,Online,160
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Women's Apparel,$54.00 ,160,864,$467 ,Online,160
Sports Direct,1185732,07/08/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,$48.00 ,160,768,$376 ,Online,160
West Gear,1185732,06/03/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$32.00 ,160,512,$225 ,Online,160
West Gear,1185732,02/10/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$34.00 ,160,544,$299 ,Online,160
Foot Locker,1185732,5/13/2021,Northeast,Delaware,Wilmington,Men's Street Footwear,$51.00 ,160,816,$392 ,Online,160
Sports Direct,1197831,7/29/2020,South,Texas,Houston,Men's Apparel,$28.00 ,160,448,$148 ,Outlet,160
Sports Direct,1197831,10/13/2021,South,Texas,Dallas,Women's Athletic Footwear,$50.00 ,160,800,$416 ,Outlet,160
Sports Direct,1197831,5/19/2021,South,Tennessee,Knoxville,Men's Apparel,$38.00 ,160,608,$286 ,Outlet,160
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Men's Street Footwear,$29.00 ,160,464,$186 ,Outlet,160
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Men's Apparel,$40.00 ,160,640,$205 ,Outlet,160
Kohl's,1128299,7/25/2021,West,New Mexico,Albuquerque,Women's Apparel,$49.00 ,160,784,$251 ,Outlet,160
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$45.00 ,160,720,$288 ,Outlet,160
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Women's Apparel,$47.00 ,160,752,$226 ,Outlet,160
Foot Locker,1185732,2/18/2021,South,Mississippi,Jackson,Women's Apparel,$20.00 ,160,320,$182 ,Outlet,160
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Women's Apparel,$26.00 ,160,416,$233 ,Outlet,160
Sports Direct,1185732,12/06/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,$48.00 ,160,768,$300 ,Outlet,160
Foot Locker,1185732,06/06/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$44.00 ,158,695,$355 ,Online,158
Sports Direct,1197831,8/13/2021,Midwest,Illinois,Chicago,Women's Street Footwear,$27.00 ,158,427,$175 ,Online,158
Sports Direct,1197831,10/20/2021,South,Texas,Dallas,Men's Apparel,$58.00 ,158,916,$458 ,Online,158
Foot Locker,1185732,12/03/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$60.00 ,158,948,$626 ,Online,158
West Gear,1128299,01/08/2020,West,Nevada,Las Vegas,Men's Street Footwear,$34.00 ,158,537,$269 ,Online,158
Kohl's,1189833,01/03/2021,Midwest,Montana,Billings,Men's Street Footwear,$34.00 ,158,537,$306 ,Online,158
Sports Direct,1197831,9/25/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$29.00 ,158,458,$289 ,Online,158
Amazon,1185732,11/11/2021,Northeast,Maine,Portland,Men's Street Footwear,$54.00 ,158,853,$401 ,Online,158
Foot Locker,1128299,05/11/2021,West,Hawaii,Honolulu,Men's Street Footwear,$51.00 ,158,806,$298 ,Online,158
Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Men's Street Footwear,$51.00 ,158,806,$298 ,Online,158
Sports Direct,1185732,6/17/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,$43.00 ,158,679,$326 ,Online,158
Sports Direct,1185732,7/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,$47.00 ,158,743,$334 ,Online,158
West Gear,1128299,5/25/2021,West,Oregon,Portland,Women's Apparel,$54.00 ,158,853,$384 ,Online,158
West Gear,1128299,6/24/2021,West,Oregon,Portland,Women's Athletic Footwear,$74.00 ,158,"1,169",$585 ,Online,158
Sports Direct,1185732,03/02/2021,Southeast,North Carolina,Charlotte,Men's Apparel,$37.00 ,158,585,$263 ,Online,158
Amazon,1185732,02/11/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,$23.00 ,158,363,$182 ,Online,158
Amazon,1185732,08/10/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,$41.00 ,158,648,$330 ,Online,158
